"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","WT"
"Xkr4",126.384812938251,-0.0221128603644453,0.287130059140506,-0.0770133939673119,0.938612889769093,0.978864036990309,"Xkr4",120.025720695807
"Gm37180",1.46105500065689,1.14774783033668,1.90336653155523,0.603009358055101,0.546502463804557,NA,"Gm37180",0.752002993761639
"Gm37363",2.06898881917559,-1.60043296629721,1.55685022571738,-1.02799417687064,0.303952566867304,NA,"Gm37363",2.775638518097
"Gm37686",0.653574969727848,-2.43435325613883,2.96378944879954,-0.821365113208309,0.41143832901848,NA,"Gm37686",0.779444305218121
"Gm37329",1.66023741467393,-0.486040803404354,2.05222486935825,-0.23683603617782,0.812783993911946,NA,"Gm37329",0.882102246513295
"Gm38148",1.45415248501202,-2.18318674735526,1.94851423678643,-1.12043664148734,0.262527737923255,NA,"Gm38148",1.32315336976994
"Gm19938",27.7998229073694,-0.589508527375316,0.547389896383359,-1.07694448010502,0.281505069953926,0.600146029299076,"Gm19938",29.467421594662
"Gm10568",1.39345603423735,-1.86345467283099,1.81436671514084,-1.02705514672448,0.304394497428044,NA,"Gm10568",2.38038397008679
"Gm6085",2.4855190926364,0.323956340732108,1.14209723897117,0.283650401802858,0.776678307696741,NA,"Gm6085",2.67159574958706
"Gm6123",3.46210858987882,-0.742365855344107,1.043079124174,-0.711706176587492,0.476646742080941,NA,"Gm6123",3.10633047960672
"Mrpl15",859.173387459262,-0.287256207137888,0.160815915300511,-1.78624240393809,0.0740600180169241,0.317205976123856,"Mrpl15",949.56403796786
"Gm37144",9.17159699809389,-1.11983232471836,0.751771259469094,-1.48959182811697,0.136331592006021,0.431829995296212,"Gm37144",13.4574232400542
"Lypla1",421.580495563473,-0.599545198335724,0.303342615021907,-1.97646215416329,0.0481024580474688,0.25684546124924,"Lypla1",413.687862414559
"Tcea1",431.588062381752,-0.232662956925015,0.183935067672161,-1.26491897314385,0.205900375242331,0.526559916426491,"Tcea1",439.530849556292
"Gm6104",1.29351310815964,0.537106579799515,1.80788902812988,0.297090458231891,0.766397448912456,NA,"Gm6104",1.76343701883205
"Gm37277",2.51541197435147,-0.627299271123534,1.38889723966019,-0.451652759621734,0.651519155365325,NA,"Gm37277",2.3693209659183
"Rgs20",145.948330325419,0.0511017162545558,0.310644229260952,0.164502383888254,0.86933567024218,0.950786876453129,"Rgs20",150.429741703264
"Atp6v1h",3047.63438030592,-0.382163625417456,0.143796139922865,-2.65767652471377,0.00786813727840498,0.0880044009948004,"Atp6v1h",3382.97173008447
"Oprk1",2.24523123775159,-0.201132160358745,1.31717869135241,-0.15269922120607,0.878635474950141,NA,"Oprk1",2.54326506114744
"Npbwr1",18.0709218622647,0.938623236574279,0.496114751556512,1.89194784801185,0.0584979297392843,0.280756660291545,"Npbwr1",15.3987931010358
"Rb1cc1",587.93482278248,-0.289381792938901,0.183662282998258,-1.57561905588228,0.115113621829072,0.398006199876092,"Rb1cc1",575.691199936574
"4732440D04Rik",35.8494427245493,-0.567378249073973,0.411048047374088,-1.38032099336945,0.167487833959931,0.477480345733977,"4732440D04Rik",31.232810346263
"Gm19026",2.01927200570904,-1.03348502940407,1.32508014223148,-0.779941526905421,0.435425293808025,NA,"Gm19026",2.6972684967315
"St18",8.27662074213814,-0.171732386084487,0.797791347382757,-0.215259775187928,0.829564789211379,0.935827222464893,"St18",7.85843094312744
"Pcmtd1",471.901815324178,-0.234383046312683,0.237783757018269,-0.985698305265972,0.324281181366557,0.642172377298382,"Pcmtd1",444.144086013249
"Gm38372",4.96214630103311,-0.37147521210928,1.07227070035096,-0.346437902283157,0.729013644687199,NA,"Gm38372",2.98431618440409
"Gm9826",0.928520015960122,-0.544098638451905,2.0883295923623,-0.260542512274811,0.794445327205345,NA,"Gm9826",1.87577313708095
"Gm26901",27.8150925178755,-0.113484037004302,0.41001056731649,-0.2767832003625,0.781946581580774,0.915840701588844,"Gm26901",22.4889832541045
"Sntg1",142.998466758923,0.0612619355689455,0.210976512831237,0.290373249357618,0.771530706426873,0.911055829898669,"Sntg1",134.380522471064
"Gm37629",1.74147477910344,-1.43647521236564,1.3881763306369,-1.03479304513612,0.300765571612363,NA,"Gm37629",2.32726991148587
"Rrs1",210.187826425044,-0.347875191010173,0.225499350014311,-1.54268822055627,0.122906441297363,0.410541231044507,"Rrs1",226.618924621036
"Adhfe1",17.8732271382119,-0.750522442395564,0.522623640677567,-1.43606676770789,0.150983343291557,0.45355843607445,"Adhfe1",20.3826905057685
"2610203C22Rik",2.74199955489434,-1.07302697035136,1.22193685991271,-0.878136183262373,0.379869819048579,NA,"2610203C22Rik",3.4924989799504
"Vxn",1634.23432388861,-0.213339750525852,0.218869621330672,-0.974734406852813,0.329692021165597,0.647878942917834,"Vxn",1743.31691707268
"Mybl1",148.754555328901,-0.423169634446641,0.265228248264149,-1.59549232487934,0.11060218495769,0.389536302583139,"Mybl1",127.720460370315
"Vcpip1",628.389202161604,-0.253982225885056,0.158888037138508,-1.59849810255791,0.109932167356128,0.388048532130553,"Vcpip1",601.579919809702
"1700034P13Rik",11.9348647049557,0.588897611878653,0.605819936841117,0.97206707152838,0.331017182349819,0.649363718918549,"1700034P13Rik",8.44200392678599
"Sgk3",66.4116377743458,-0.272470714587435,0.310946536922691,-0.876262258084509,0.380887477786383,0.688173291511889,"Sgk3",58.7337610663941
"Mcmdc2",10.4853608810245,0.226948698695156,0.53607923403555,0.423349169835789,0.672040524802688,0.867581449165482,"Mcmdc2",10.350350509986
"Snhg6",503.762394633281,-0.170510924532335,0.172128845056467,-0.990600526462596,0.321880680529801,0.639840100476779,"Snhg6",598.934006810474
"Tcf24",6.54972438166651,3.03201243640654,1.01487015573777,2.98758655899423,0.00281189656305058,NA,"Tcf24",2.07477262643431
"Ppp1r42",6.19281802269461,-0.707792049402115,0.781757518021523,-0.905385663822459,0.365261107993314,NA,"Ppp1r42",7.227232762261
"Cops5",1686.89559495999,-0.390594359568776,0.138219813624878,-2.82589268011047,0.00471490579103064,0.0638827637311517,"Cops5",1901.45506156342
"Cspp1",142.733160030133,-0.25971985723357,0.308284691103432,-0.842467578600689,0.399526280033814,0.701998132977063,"Cspp1",132.419601079592
"Arfgef1",673.396576719606,-0.199401942485106,0.153414943773171,-1.29975566643578,0.193684724669245,0.510715151495359,"Arfgef1",695.212941670068
"Gm37569",0.77438472242574,0.421455664804686,2.94220726793407,0.143244722898336,0.886096910225137,NA,"Gm37569",0
"Cpa6",1.20568129735993,-0.0258365345203703,2.02673684935688,-0.01274784860628,0.989828963892862,NA,"Cpa6",1.49630476707152
"Prex2",8.53356841143561,0.380067804609515,0.802452204524722,0.473632949684052,0.63576167468621,0.850977019943307,"Prex2",7.07482254608164
"A830018L16Rik",361.547984682657,0.0733340152394062,0.228635307784833,0.320746677098623,0.748402371395729,0.901634599280279,"A830018L16Rik",327.380504496943
"Gm38178",1.74919167570384,-1.72549739886406,1.69666348901509,-1.01699447771208,0.309156056455791,NA,"Gm38178",2.4392222926375
"Gm2383",0.980112751155041,1.27605630946085,1.95754461021654,0.651865762241653,0.514487773535291,NA,"Gm2383",0.51962953681208
"Sulf1",164.685281173152,0.0376985746676443,0.36843510665003,0.10232079947651,0.918502046357343,0.970556377119139,"Sulf1",156.346095891873
"Slco5a1",28.7872671282449,-0.698168734481912,0.419740059719035,-1.66333595832919,0.0962452046635038,0.361873384729601,"Slco5a1",35.6710643874079
"Ncoa2",630.082341207769,0.22136443309802,0.181132190812154,1.22211536284895,0.221664004248566,0.543133302492023,"Ncoa2",519.763956133449
"Gm38376",0.560706207617141,-0.431626806524744,3.95532809135481,-0.109125411737184,0.913103019595723,NA,"Gm38376",0
"Gm38120",2.9531183875306,0.174233694517247,1.33941417339969,0.130082014941658,0.896501539206443,NA,"Gm38120",2.13597164258426
"Gm38380",0.959204888143331,0.128620736989623,2.04637836517495,0.0628528620017087,0.949883671254858,NA,"Gm38380",0.734239859258884
"Gm29570",1.42440146118706,1.66542707630805,1.76083254784616,0.945817975903043,0.344241435348012,NA,"Gm29570",0.596823123152746
"Tram1",418.179692559496,0.170938681524243,0.152532076362246,1.12067366812921,0.262426794593461,0.585119983537433,"Tram1",389.05346136194
"Lactb2",216.544666474543,-0.314764507653651,0.181881614778903,-1.73060101778996,0.0835229500476977,0.338079692444335,"Lactb2",224.709967220043
"Gm38319",0.738451549021652,0.6492703670772,2.73284488964237,0.237580394532441,0.81220655807281,NA,"Gm38319",0.82149535965055
"Gm5523",7.44857548959977,-0.363961006390588,0.679581370119586,-0.535566486065593,0.592258196137518,0.827656149404811,"Gm5523",7.22725798599402
