"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","WT"
"Rbm6-ps1",1.3266733337885,-0.0381724612915775,1.61404925343068,-0.0236501217112437,0.981131691971525,NA,"Rbm6-ps1",1.1502103646583
"Pi15",52.3883713272368,-0.0223380710935743,0.369480122769157,-0.0604581132163653,0.95179077560338,0.990776453394975,"Pi15",53.4611543415246
"Gm28154",0.678694355901053,-2.50254052632732,2.40000048311722,-1.04272500940371,0.297075671448066,NA,"Gm28154",1.40173178332538
"Gm16070",0.828190903564827,-0.873259693999736,2.05075031416917,-0.425824483832165,0.670235744792192,NA,"Gm16070",1.07301677831763
"Crispld1",1.73218774596887,1.93002409325432,1.70249207567698,1.13364644736268,0.256942881560729,NA,"Crispld1",1.80548807326447
"Gm28153",0.77817225462367,-1.01071195294715,2.27705884543952,-0.443867296170847,0.657138530330899,NA,"Gm28153",0.665723359754452
"Gm28756",22.8255883256314,-0.692928929558094,0.388796567436549,-1.78224034776536,0.0747100457394928,0.649351366427313,"Gm28756",27.0195900963873
"Gm15825",1.86112876009005,2.34340030664917,1.62141162179301,1.44528401989481,0.148378124592622,NA,"Gm15825",0.984968579998403
"Tfap2b",0.756145284152279,-0.100868691042482,3.49183228606146,-0.0288870377438016,0.976954683690878,NA,"Tfap2b",0.621903741009982
"Pkhd1",7.15435381863577,-1.16865184775899,0.88491314019661,-1.32064017887602,0.18662136914925,NA,"Pkhd1",11.2563473291483
"Il17f",2.6973235920267,2.63654498182931,1.50648438662253,1.75013097065036,0.0800957167242823,NA,"Il17f",1.80548807326447
"Mcm3",42.0276167354293,0.162568500885524,0.460823343649277,0.352778354495105,0.724254612393039,0.954161447128426,"Mcm3",39.6651253105865
"6720483E21Rik",23.2242217750342,0.271291347129439,0.537482381359415,0.504744632639459,0.613738208317414,0.93275170950385,"6720483E21Rik",16.2532438572688
"Paqr8",472.703307681738,-0.424531350960367,0.187369551811419,-2.26574353653599,0.023467090262034,0.534893589711206,"Paqr8",559.577932870169
"Gm28064",1.15572024217572,-1.64925200716169,1.72315923950322,-0.957109458808438,0.338512009883166,NA,"Gm28064",1.71268365383037
"Efhc1",24.9365412067002,-0.16072770627106,0.441133547967706,-0.36435158244375,0.715595485810028,0.951175441531118,"Efhc1",28.2983161045759
"Tram2",30.8836441097147,0.613493292428561,0.488850940525764,1.25497005645267,0.209489630205953,0.774530834269552,"Tram2",31.5818041621375
"Gm2693",2.58022713274368,-0.160961522667735,1.25237529421961,-0.128524990400768,0.897733522746289,NA,"Gm2693",2.23054462633041
"Tmem14a",242.413462964611,0.0819229710838756,0.166819087602849,0.49108871329468,0.62336370397979,0.932994696472662,"Tmem14a",236.184255474154
"Gm38224",0.93544980861765,1.42434394577177,2.18390361798116,0.652200918595695,0.514271567448661,NA,"Gm38224",0.224672236497804
"Gsta3",18.4881349475921,0.0366086900713538,0.510846781648967,0.0716627595326809,0.942870293518615,0.987751418169263,"Gsta3",17.7061127426932
"Kcnq5",709.95870236055,0.044873364577754,0.156782683271663,0.286213781020703,0.774714389333569,0.965078149721878,"Kcnq5",720.43332756005
"Gm7658",2.93888932830352,1.17036676636823,1.06631477161269,1.09758093719191,0.272387520631307,NA,"Gm7658",2.08306597617327
"Gm38243",1.00909587282044,-0.197194000886196,1.9839894952696,-0.099392663800067,0.920826507361955,NA,"Gm38243",1.32276963267267
"Rims1",866.63375721463,-0.0581607369209674,0.173518631277666,-0.335184391974013,0.737485995127675,0.958312847612249,"Rims1",996.515604374799
"Ogfrl1",1075.8571574371,0.152430650253918,0.166928166354234,0.913151169051059,0.361163041789402,0.853841355141039,"Ogfrl1",1029.83460080242
"B3gat2",249.552819949512,-0.180911060137324,0.226886353793656,-0.797364218307529,0.425239533980247,0.885274693331459,"B3gat2",234.346668299602
"Smap1",3074.82735375452,-0.282831417537857,0.144013748217159,-1.96391956350844,0.0495394207202613,0.60658768880109,"Smap1",3281.02126919965
"Sdhaf4",343.325549926447,-0.355962583700498,0.280408982688744,-1.26944073006256,0.204283917150816,0.771256217513969,"Sdhaf4",362.993736356005
"Gm26524",0.455352582560378,0.180898294505561,3.30980218484254,0.0546553190803961,0.956413066329286,NA,"Gm26524",0.786352827742314
"Fam135a",281.022159353252,0.341044231762304,0.23045992423115,1.47984181154307,0.138915467458302,0.72042534130677,"Fam135a",249.900673095912
"Gm37580",1.06982477410506,-0.945317584121621,1.91895287130883,-0.492621574117588,0.622280001239805,NA,"Gm37580",1.52374607852801
"Col9a1",42.2845799442606,-0.710259069871903,0.35788324934569,-1.98461110200171,0.0471877561982305,0.603653453395237,"Col9a1",50.9920387590827
"Col19a1",15.9078372977084,0.229539535028163,0.623569729368101,0.368105641145808,0.71279446474692,NA,"Col19a1",14.7373821676495
"Gm28439",1.39486146234327,2.40956307392634,1.71595278876267,1.40421291873876,0.160255456039575,NA,"Gm28439",0.25981476840604
"Gm10222",4.27809705023973,1.3216769607166,1.03629341283851,1.27538875027333,0.202171678512904,NA,"Gm10222",2.23192945354517
"Gm28438",580.797464536556,0.349471588205955,0.296308983508657,1.17941610837373,0.238232523937928,0.790333464265998,"Gm28438",474.222059884535
"Gm28437",26.565906687716,-0.271023124965431,0.430594500551371,-0.629416131925486,0.529076659478827,0.914887400903832,"Gm28437",24.6808307861697
"Gm10925",8.95316623193053,0.45403435235687,0.723020396194811,0.627968940774576,0.530024286759771,NA,"Gm10925",8.99399851752719
"Gm28661",20.8746328412177,-0.238561238619345,0.481300736224844,-0.495659409313471,0.620134729779951,0.932994696472662,"Gm28661",21.16148262405
"Gm29216",70.185579813855,-0.434287315245458,0.358619388602183,-1.21099786862671,0.225896221562465,0.782834994933912,"Gm29216",74.6972253438869
"Lmbrd1",1216.17073058436,-0.163268311329071,0.125267648843419,-1.30335575734443,0.192453333596083,0.765324461235797,"Lmbrd1",1313.85440151322
"Adgrb3",407.92600240088,0.306330933825047,0.16358566064419,1.87260260232305,0.0611232817228455,0.625832200243571,"Adgrb3",373.380583733276
"Gm20172",2.55676469676439,-0.889625106394507,1.27621534616093,-0.697080715312389,0.485752282143204,NA,"Gm20172",2.24060654038141
"Gm37543",1.12744111813562,2.19772720621449,2.1579453314925,1.01843507068572,0.308471242595389,NA,"Gm37543",0.310951870504991
"Gm37331",1.77032458705037,0.152364856261681,1.39657226439636,0.109099156660925,0.91312384378493,NA,"Gm37331",2.23231319064245
"Gm37862",1.05550372536735,2.62066885290572,2.02631840030173,1.29331542985322,0.195901986192427,NA,"Gm37862",0.423287988753893
"Gm38286",1.90247818424499,-0.151848982376375,1.36139900409699,-0.1115389257076,0.911188999909386,NA,"Gm38286",2.16341295404074
"Gm37880",1.81664962379339,-0.194299554104986,1.47875363911672,-0.131394134198746,0.89546352866696,NA,"Gm37880",2.64592300244261
"Gm37011",1.43933322301576,-0.226982643849425,1.73891556505434,-0.130531147348912,0.896146212923414,NA,"Gm37011",1.45248514832705
"Gm37051",1.34093891585124,1.09864253710238,1.6977653312987,0.6471109504056,0.517560138659086,NA,"Gm37051",1.27163253057372
"Gm38260",2.15974012299087,-0.0504837650995911,1.579266400661,-0.0319665922598374,0.974498692788814,NA,"Gm38260",2.33497113193762
"Gm37628",4.45641052894834,-0.573771189575499,1.03178700320984,-0.556094608471053,0.578146180636811,NA,"Gm37628",4.65179539227522
"8030445P17Rik",1.43085029105452,-1.32668921530398,1.65898099273381,-0.799701275128988,0.42388389399019,NA,"8030445P17Rik",1.48031019688081
"Gm38198",4.29964729277969,0.586111690269752,1.18107532231548,0.496252592189201,0.619716209561201,NA,"Gm38198",3.39754225910698
"Gm37077",3.13484483016551,0.895492855030018,1.32150080902943,0.677633224975252,0.498004274462935,NA,"Gm37077",1.74841831502581
"Gm37895",5.19122555827985,1.41522496300244,1.09140986688638,1.29669430883913,0.194736388312396,NA,"Gm37895",3.80306711335812
"Gm36952",2.40468933892313,0.600774930737612,1.31208073790868,0.45787954458899,0.647038983617058,NA,"Gm36952",2.80131126524144
"Gm37602",3.03899738876842,1.08003043280551,1.2974953757579,0.832396363782521,0.40518525383501,NA,"Gm37602",1.89392000868097
"2900022M07Rik",12.1398341252162,0.0538409158472453,0.855289241187408,0.0629505356252317,0.949805893000626,NA,"2900022M07Rik",11.1084266708783
"2900002M20Rik",0.733959693549347,-0.0171642034662763,2.28007150035206,-0.00752792334083647,0.993993642921165,NA,"2900002M20Rik",1.06295486426663
"Gm9884",3.52958656679382,0.0629082407673436,1.04939886298925,0.0599469305580788,0.952197901898055,NA,"Gm9884",2.97405370171273
"Gm7846",8.28417832322781,0.150383212724218,0.653338039608164,0.230176728748887,0.81795444416612,NA,"Gm7846",9.96616857632766
"Gm5525",5.83541442967287,0.0678192967659749,0.813487579740825,0.0833685706517878,0.933558478476863,NA,"Gm5525",6.06143678824228
"Gm6473",1.21951381407816,-2.27958172702655,1.79752460030041,-1.26817831958771,0.204734277541457,NA,"Gm6473",1.69492051932761
"Phf3",438.133584071917,0.0149511833848297,0.151149622190451,0.0989164456262485,0.921204611223065,0.986106553269666,"Phf3",417.360966739958
"Gm37522",0.927214688012873,3.36227121854088,2.54105984763724,1.3231767137115,0.185776618015139,NA,"Gm37522",0
"Gm37906",0.905849440096237,1.43366790906566,2.0433047734208,0.701641736325746,0.482902616562392,NA,"Gm37906",0.25981476840604
"Ptp4a1",750.875496947153,-0.124262832866581,0.143884852667609,-0.863626925022075,0.3877928682566,0.866146564616387,"Ptp4a1",745.244752969218
"Lgsn",1.87236680944165,0.101219211838248,2.062825924524,0.0490682275391729,0.960864923645202,NA,"Lgsn",1.35614360026887
"Khdrbs2",71.3107690073253,0.467983326733804,0.257692390260845,1.81605411886667,0.0693620708120374,0.641801665336782,"Khdrbs2",61.023497746497
"Gm37999",10.6141359193221,-0.301539648013668,0.865738474170405,-0.348303393010942,0.727612345944816,NA,"Gm37999",13.3715760039766
"Gm37792",1.54647894405196,-0.196316138123937,1.66218653303184,-0.118107164402214,0.905982746815538,NA,"Gm37792",2.4980606151882
"Gm5415",6.24771651515858,1.62675579804379,1.09482824099062,1.48585480090636,0.137317531249945,NA,"Gm5415",3.14185674861222
"Gm37426",2.62813219535222,-0.641553381506827,1.44018716264391,-0.445465282671357,0.655983543540426,NA,"Gm37426",3.58707196369655
"Prim2",99.9748065334561,0.704807054657471,0.270911088556657,2.60161759495523,0.00927852485969825,0.412730079824202,"Prim2",82.2507290693547
"Gm37618",0.895034204206232,0.568428294241119,2.24523120841973,0.253171384804151,0.800135777952404,NA,"Gm37618",0.968974009807688
"1700001G17Rik",2.86270745001582,3.2054704945579,1.4020208646575,2.28632153440952,0.0222354549711491,NA,"1700001G17Rik",0.570766638911031
"Rab23",229.990363694092,0.1239642277465,0.17568161366345,0.705618676658876,0.480425306438682,0.899853768936534,"Rab23",211.352524196461
"Bag2",321.91558267147,-0.0534014054777668,0.155014373594516,-0.344493250783654,0.730475370877846,0.955246016574531,"Bag2",327.103145174166
"Zfp451",447.974112379187,0.0990094003050855,0.149508095884104,0.662234374129382,0.507821027697488,0.9051474467908,"Zfp451",416.832280583596
"Gm15455",1.45237017208921,3.42265767032307,1.89407711508132,1.80703184842404,0.0707573135555281,NA,"Gm15455",0.570766638911031
"Bend6",1173.46471656781,-0.0437643177732568,0.134693914891456,-0.324916814605355,0.745244030550532,0.96004787184975,"Bend6",1217.82229126607
"Dst",1139.24948492783,0.18429413713972,0.194330186817239,0.948355683479284,0.342948412160564,0.844670604395932,"Dst",1132.47504937092
"Gm38157",28.2021067578446,0.133370618542941,0.475985168072922,0.280199105957244,0.779324752551393,0.965078149721878,"Gm38157",23.9386560905361
"Gm3052",3.51732567129336,-1.08039576302687,1.16065092540602,-0.930853316339645,0.351929445804958,NA,"Gm3052",5.14734540134755
"Gm37233",2.52859678017887,0.161368543236657,1.64215266570052,0.0982664685246056,0.921720703523474,NA,"Gm37233",1.53974064871872
"Ccdc115",851.77540157321,0.325719801631767,0.247325171645893,1.31696988003355,0.1878487208958,0.761361325189648,"Ccdc115",785.813915637273
"Imp4",423.378231186178,0.0797843057387503,0.146455478369741,0.544768325684118,0.585912865827539,0.923584221326628,"Imp4",405.411765369794
"Ptpn18",12.9806162421623,-0.114257238337919,0.650544442553843,-0.175633255568796,0.860582074280407,NA,"Ptpn18",12.2772607491659
"4930568A12Rik",0.973526462274596,1.5789693206952,2.55903724840628,0.617016935442636,0.537223555320301,NA,"4930568A12Rik",1.55475935252496
"Amer3",456.281914536951,0.0404127105382026,0.141019227714033,0.286575888928804,0.774437078256584,0.965078149721878,"Amer3",442.69948057373
"Arhgef4",2172.74240360441,-0.106653009969031,0.15520224234285,-0.687187300641112,0.491964705977913,0.904095797709792,"Arhgef4",2195.8920884379
"Gm38336",3.38864008910212,0.481280046319439,1.1627101058369,0.413929528868267,0.678925717500368,NA,"Gm38336",1.76382075592932
"Fam168b",1807.94385463117,0.0628213891090483,0.231751011561295,0.271072771962563,0.78633506263944,0.965078149721878,"Fam168b",1999.74406607949
"Plekhb2",4557.32343306148,-0.0599606737723074,0.121479868746429,-0.493585269650449,0.62159910595115,0.932994696472662,"Plekhb2",4776.53709204969
"1110002O04Rik",3.95428690343326,-1.1961971158179,0.95856599901005,-1.24790271828258,0.212066685072277,NA,"1110002O04Rik",3.4342527866869
"Hs6st1",1129.14100392017,-0.244636452664921,0.12745710651988,-1.91936298684737,0.0549384117487352,0.612584216438101,"Hs6st1",1240.98616886746
"Gm37335",1.20385612442259,1.10285947544119,1.94500161627496,0.567022395360971,0.57069896616141,NA,"Gm37335",0
"Uggt1",1319.11072419104,-0.033073404834528,0.126545826193077,-0.261355161442197,0.793818631589262,0.965765294227958,"Uggt1",1293.18149986705
"Neurl3",9.54117032955609,-0.315460418095268,0.677262722837533,-0.465787363541258,0.641367711007527,NA,"Neurl3",11.6520282717218
"Arid5a",690.608068926919,-0.195670114684457,0.183343035538049,-1.06723505537165,0.285865706462198,0.821159210195545,"Arid5a",755.928484547478
"Kansl3",822.556804050733,0.197522737590362,0.208338064591309,0.948087609327837,0.343084855594924,0.844670604395932,"Kansl3",786.135418569709
"Lman2l",693.457088305153,0.0965270882658708,0.169277182803722,0.570230947060328,0.568521068877147,0.921511172223259,"Lman2l",644.126149911083
"Cnnm4",230.320967707477,-0.0782784980795714,0.187136878480287,-0.418295414112175,0.675731142144774,0.944085842535656,"Cnnm4",266.724036966354
"Cnnm3",234.414694336065,0.272261231033039,0.17803288548501,1.52927494429653,0.126196298327984,0.708502628082784,"Cnnm3",232.635075389403
"Ankrd23",2.70417343354717,1.61710904716147,1.2194129292419,1.32613736363023,0.184794201981344,NA,"Ankrd23",2.29865216500455
"Ankrd39",149.110062187777,0.0322639001766161,0.24651679042445,0.130879118298857,0.89587093375912,0.985018540038859,"Ankrd39",171.236588011747
"Sema4c",149.436119023425,0.0300470156490036,0.298058979733514,0.100808959608826,0.919702114337423,0.986106553269666,"Sema4c",176.205067340826
"D430040D24Rik",15.3657998627697,0.145065538362173,0.587560126196107,0.246894797476021,0.804989642729345,NA,"D430040D24Rik",17.6755780973593
"Fam178b",1.4998703291418,-0.417472093717181,1.38693416379476,-0.301003540481652,0.763411794742897,NA,"Fam178b",1.67754112192213
"Cox5b",3533.27797626974,-0.0295445938357126,0.164706548182585,-0.179377166006545,0.857641559478885,0.977612648804905,"Cox5b",3979.4167627455
"Actr1b",4688.0657874655,0.0633161976380266,0.142987639984315,0.442808886453207,0.657903975107695,0.941073509579657,"Actr1b",4463.41032893484
"4933424G06Rik",12.1043753534779,0.0159198556479156,0.562161444354056,0.0283190101487804,0.977407718773587,NA,"4933424G06Rik",12.0253051459355
"Gm33533",0.860895036850603,-1.95176176185917,2.26608984007187,-0.861290548744205,0.389078039769518,NA,"Gm33533",0.890395596252255
"Zap70",19.8639439437299,-0.433567828070663,0.422699261383084,-1.02571229164682,0.30502721880544,0.825762993129875,"Zap70",20.173736599622
